Recency,Frequency,Monetary,Cluster,DBSCAN_Cluster,PC1,PC2
58,1,1002.3100000000001,0,0,-0.531727571814738,0.02434329665834407
243,1,476.49,0,0,-1.4260920664466161,0.6538704608697524
44,1,449.45,0,0,-0.8079636878164135,-0.4390334993267534
22,4,4067.29,1,0,1.3210257706723225,0.2875038321942626
156,2,197.88,0,0,-1.3060561989173487,0.21046705375335187
11,5,9035.52,1,0,2.1129250767738323,0.2354683676450152
17,2,430.57,0,0,-0.11135500586330419,-0.8803989328176377
134,1,707.09,0,0,-1.0131593914967438,0.42215464985880463
56,1,3528.34,0,0,0.07784195169939695,0.4605797553566403
73,6,2466.86,1,0,0.9420778202771114,0.9749548195890567
44,3,3181.04,1,0,0.7462267995283679,0.5381395796359458
66,7,2363.23,1,0,1.080524454359068,0.9474134406036193
71,2,947.4,0,0,-0.2675919007918487,0.2851778464676783
94,2,826.88,0,0,-0.43792746133368216,0.4114133757804806
19,2,1189.59,1,0,0.3295584764353284,-0.44402186824744916
53,4,1344.78,1,0,0.4704602503534379,0.42566102538110623
10,8,1212.05,1,0,1.5608838036927173,-0.39596473007003763
17,2,742.1899999999999,0,0,0.14635897650833296,-0.6824458788213996
188,2,729.5400000000001,0,0,-0.7600018575027199,0.8019227199497554
2,30,19788.65,1,0,4.500157896007694,0.2703254325940945
32,7,6572.11,1,0,1.8358902427072916,0.8708810509213987
29,5,3928.0499999999997,1,0,1.3679908352261014,0.5130007519069125
17,18,7324.09,1,0,2.9014950615762563,0.8569584305410006
54,1,723.38,0,0,-0.6593628696365758,-0.13879895795556238
16,11,6816.42,1,0,2.4734606920935307,0.6187847328639408
23,6,13219.74,1,0,2.1680513633274328,0.8724292715313816
4,1,680.99,0,0,0.22803622352635164,-1.680872758808415
11,1,527.2,0,0,-0.22755679486986258,-1.2189504713963097
28,4,3281.63,1,0,1.1307347445464118,0.35630102468538033
23,10,5579.82,1,0,2.168099072441124,0.7312141135954895
17,8,2484.98,1,0,1.712979180788486,0.17756097288611974
33,6,4527.32,1,0,1.5269716617406381,0.7030118588458394
10,3,1298.66,1,0,0.8598047830029945,-0.6810442653595121
336,1,334.93,0,0,-1.7161770951076065,0.7305087309119229
5,10,5417.93,1,0,2.683702871299073,-0.1583288413573387
39,1,460.40000000000003,0,0,-0.7515824106837368,-0.504952838247977
63,2,263.21000000000004,0,0,-0.8285850470621624,-0.2549538399836601
166,2,433.74,0,0,-0.9588321078895171,0.5344360394072777
16,7,1246.1000000000001,1,0,1.3011419521075775,-0.15497304911245938
82,1,1043.1,0,0,-0.6432092506315921,0.25522143107239875
21,3,403.70000000000005,0,0,0.041821002422528536,-0.6665548903395592
23,11,4257.82,1,0,2.118647352365849,0.6660373849559302
337,1,2169.39,0,0,-0.8326487750411841,1.4119046413882128
96,5,3723.87,1,0,0.8944073347777736,1.2374971151325413
18,2,482.04999999999995,0,0,-0.07857577509860737,-0.8050814356989688
233,1,73.5,0,0,-2.2909662421677424,-0.04925631343799865
134,3,1304.81,0,0,-0.09577076504214582,0.9101929446175222
26,2,397.88,0,0,-0.30359067513731886,-0.6520480947173115
284,1,176.5,0,0,-1.9546357142128206,0.39192738797666005
143,2,982.5699999999999,0,0,-0.5151075712446154,0.7378502939310785
66,2,132.18,0,0,-1.1709009764339908,-0.475409008985581
113,1,612.29,0,0,-1.0167245128610767,0.2626228111180361
267,1,1017.68,0,0,-1.102653619981274,0.9893103231351712
353,1,383.7,0,0,-1.6706997342329828,0.8110791419501487
78,2,1312.06,0,0,-0.1487729399085805,0.462485459111963
28,5,2481.6,1,0,1.163260483373865,0.3243063268764462
1,5,2056.89,1,0,2.095816389403133,-1.4392663854913563
64,1,330.84,0,0,-1.0933329882117626,-0.3172182705932748
79,5,2634.26,1,0,0.8039307892893104,0.9893146581330793
143,1,599.68,0,0,-1.1158157669181732,0.40315310114661207
39,2,192.72,0,0,-0.7961894949770109,-0.6659296841179634
19,11,1789.77,1,0,1.7775108464550924,0.23493010961706604
9,8,4485.72,1,0,2.2174800213085,0.019988152162343575
1,3,1316.66,1,0,1.517537038055214,-1.7567357267211334
82,3,348.71000000000004,0,0,-0.5346417778378142,0.121994957693566
9,6,1933.48,1,0,1.5911762249103552,-0.3825436020935082
60,4,1662.28,1,0,0.5243331640874074,0.5800763040897724
15,1,125.22,0,0,-1.0161800751971057,-1.5579182124950992
30,1,349.83000000000004,0,0,-0.784115430075926,-0.7663168939652798
131,1,1089.18,0,0,-0.79996392940248,0.5650722513633459
92,2,716.35,0,0,-0.4977480916907017,0.3457328086390994
43,3,12601.830000000002,1,0,1.4074385711481356,1.0251836266462935
29,1,363.95,0,0,-0.7528802771295682,-0.7727325540816984
22,4,5568.35,1,0,1.469936972945144,0.4018842278285536
20,17,13400.24,1,0,3.080096269194794,1.1539929199770464
30,3,981.18,1,0,0.3312166428678088,-0.12623597664306874
36,1,372.7,0,0,-0.8217589436078757,-0.6311540979814046
75,2,1000.39,0,0,-0.2624666010493847,0.3392540432483692
47,2,1161.5,0,0,-0.016189829726730127,0.10227339750283973
198,2,207.79999999999998,0,0,-1.3735326408164685,0.3784750016003125
166,1,95.19999999999999,0,0,-2.040899390494482,-0.16999856711791655
79,1,964.83,0,0,-0.6660938744319459,0.20350394464081983
358,1,168.0,0,0,-2.0660812500573664,0.5203886483065663
39,2,437.82,0,0,-0.40848411666635587,-0.3681287538731808
8,10,3692.28,1,0,2.3470326267578456,-0.040919850547099526
50,2,599.56,0,0,-0.35251174237285116,-0.09983888571993338
16,5,11990.960000000001,1,0,2.114040753540935,0.5593285615431288
8,1,269.96,0,0,-0.43416345098572273,-1.6444302140327922
311,2,561.71,0,0,-1.0752446034759537,1.0246225406608893
5,3,2134.01,1,0,1.3267033986974806,-0.8845159118564953
303,1,238.85,0,0,-1.8365480320425533,0.5424818716910843
8,7,3781.7400000000002,1,0,2.070224560932929,-0.15401795085557593
261,1,456.9,0,0,-1.4731447758800564,0.6837342668613409
289,1,145.92,0,0,-2.0509337905322345,0.3340880188218721
86,1,351.65,0,0,-1.175853740935671,-0.11026069327571238
23,10,9401.28,1,0,2.415426432696555,0.9211890844870131
2,32,4124.69,1,0,3.813289393782687,-0.276804614899716
40,2,519.61,0,0,-0.3368778203787345,-0.29022837328403217
9,2,1020.42,1,0,0.5216725259129237,-0.9392489336925861
227,1,160.54000000000002,0,0,-1.9140692258462602,0.21615414733492327
316,1,218.45,0,0,-1.894691205417157,0.5366534793511227
36,5,1315.83,1,0,0.7695452209623342,0.2478127856156241
35,3,626.6,0,0,0.06173502451543238,-0.19455919620708154
21,2,2794.51,1,0,0.6978730408625193,-0.07272907016392964
78,1,440.42,0,0,-1.0325483551762638,-0.08963889881590208
247,1,415.7,0,0,-1.4968724822168613,0.6145824564216654
40,1,197.71,0,0,-1.1604525296396382,-0.7961118811924099
239,2,511.36,0,0,-1.019467848169054,0.8241610369693758
3,15,7281.38,1,0,3.317776312797872,-0.16439609122813176
4,9,2338.15,1,0,2.268763693649592,-0.6163390001170058
234,2,2040.1,0,0,-0.3560397777306441,1.3142237764203635
17,1,196.94000000000003,0,0,-0.8478325746473654,-1.3193821321239478
8,1,144.0,0,0,-0.7306232711470173,-1.8721443886695288
39,1,214.89999999999998,0,0,-1.111679853766328,-0.781547798049741
29,2,646.68,0,0,-0.11399785228066531,-0.4087132997634706
211,2,9864.26,1,0,0.4303523261271853,1.8227438897379995
317,1,452.84999999999997,0,0,-1.5513528492487778,0.8032963920490236
92,2,437.6,0,0,-0.7310212614129374,0.16655302205185288
109,3,418.09999999999997,0,0,-0.5564029264562749,0.3664594226775742
38,10,3338.2200000000003,1,0,1.7391104858291035,0.8519401698616809
51,2,618.27,0,0,-0.34538288327366456,-0.07635570899381056
19,4,3811.22,1,0,1.3435891946595278,0.1752264106211361
10,8,3023.08,1,0,1.994010238135234,-0.06327536771810335
29,7,1032.58,1,0,0.9951303965286906,0.1366976346876343
29,10,2599.04,1,0,1.7206944506360151,0.5944903362052193
190,5,577.0600000000001,0,0,-0.24782392303946726,0.9884757528598818
59,1,153.12,0,0,-1.4263968812736125,-0.6472762904411526
22,1,739.1999999999999,0,0,-0.31607832404192543,-0.6836205903448069
79,2,254.18,0,0,-0.93031422743334,-0.12616036179612294
60,1,1579.51,0,0,-0.3289853214415314,0.21098656196938298
78,3,1126.85,0,0,0.03944534304184465,0.5171533177799361
23,5,2099.54,1,0,1.1563134922877394,0.1434761427945427
52,1,1193.32,0,0,-0.40812774165076404,0.019827282535643594
74,1,704.0400000000001,0,0,-0.790672830349075,0.047963439404816254
57,5,3344.38,1,0,1.0399078684251606,0.8723498357170674
278,1,315.6,0,0,-1.6721288862116386,0.5891924523651022
2,4,2291.19,1,0,1.8270804085947088,-1.2126982212458843
95,2,713.3,0,0,-0.5118963246057017,0.3643076373808895
29,1,352.98,0,0,-0.7673514780131725,-0.7838480488000703
22,1,177.31,0,0,-0.9909898346512159,-1.2020278318644546
16,9,3641.24,1,0,2.0112453440342763,0.3207299330277432
15,3,1339.41,1,0,0.7313111649665363,-0.4322686170153956
2,20,13689.67,1,0,3.9730464326090145,-0.012841604454183558
232,1,180.1,0,0,-1.8681614851860662,0.2715333116246889
276,1,305.1,0,0,-1.6853726747776019,0.5723481145566778
106,2,641.13,0,0,-0.6038390969450529,0.3942851845835035
212,2,2683.82,0,0,-0.18851411321568406,1.3517495295122244
23,9,6620.48,1,0,2.1629292432408054,0.7570289005932378
11,7,4478.53,1,0,2.040495834393075,0.08992988445659168
4,3,786.46,1,0,0.9234204606712004,-1.3633585716670384
10,2,1270.88,1,0,0.5892476344920297,-0.7989575473075854
57,1,640.5,0,0,-0.7372639043307392,-0.14938408108763554
59,4,2163.98,1,0,0.6556440075808705,0.6656091666557701
90,2,1689.18,0,0,-0.08307960741769575,0.6440837685231398
67,8,6002.9,1,0,1.6233349212662618,1.3412822942331994
33,1,671.69,0,0,-0.5107347292453613,-0.4706673864315719
239,1,486.1,0,0,-1.4103297764642524,0.6506491594517969
24,3,1174.58,1,0,0.49861458560870214,-0.1971398703776468
115,1,185.9,0,0,-1.586790196269186,-0.15912286938487227
25,3,1013.26,1,0,0.4136458718900895,-0.22603386722201907
128,6,3344.64,1,0,0.8740721362719035,1.4380927683374283
130,1,477.91,0,0,-1.18709243284468,0.26066227785339263
34,4,1775.18,1,0,0.7676823351848272,0.25182710743882447
5,2,1346.97,1,0,0.8483404629886436,-1.1620471929342828
22,12,3722.82,1,0,2.143680920814878,0.6207836833173863
155,1,318.05,0,0,-1.4463970265660884,0.22345769768486717
107,3,623.51,0,0,-0.3602729550759279,0.5000929669776374
3,1,314.44,0,0,-0.052319372219402874,-2.103149918485714
335,1,114.0,0,0,-2.22332273999418,0.3382084874723761
331,1,919.98,0,0,-1.232264282666487,1.088345654711692
149,2,2209.85,0,0,-0.14666226626533477,1.0587137376221867
11,5,601.98,1,0,0.8293170391357669,-0.750485630063018
17,5,4051.17,1,0,1.5777552131834498,0.20040753339466955
11,4,1643.18,1,0,1.1399730017728036,-0.45488914683540677
19,1,686.05,0,0,-0.2980204603801668,-0.7993587842756407
30,1,91.68,0,0,-1.4152871641924032,-1.251127113475546
11,1,245.1,0,0,-0.5896869590718065,-1.4971067875117494
1,11,3849.78,1,0,3.0201214881660676,-0.9459154693385026
8,9,4881.88,1,0,2.393184004405876,0.024315341726732123
325,1,63.0,0,0,-2.489659549373016,0.10561330575229114
58,1,620.13,0,0,-0.7590943671663872,-0.15029973630015803
12,4,3807.15,1,0,1.50764092016834,-0.09825137981072099
151,3,2744.0299999999997,0,0,0.21120470644757752,1.2559736926679974
10,5,2996.05,1,0,1.6228635181316908,-0.22164376851940049
330,1,225.89999999999998,0,0,-1.8953701890905972,0.5762089858085795
5,2,610.52,1,0,0.4735644123683122,-1.4499169588748837
39,4,1970.6,1,0,0.7661661591871122,0.3744932421357816
25,6,1331.39,1,0,1.0493771117672375,0.08739063777062858
42,12,17628.46,1,0,2.6418896996900703,1.5837137308567697
59,4,1113.02,1,0,0.340597970976565,0.42361870683935143
1,4,862.81,1,0,1.5192340550043415,-1.825167774068752
15,22,13787.54,1,0,3.419285108419995,1.0857449497373484
4,31,12279.82,1,0,4.107522405702945,0.4325313391064766
4,15,8476.57,1,0,3.304591502544039,0.03240932918156202
8,7,2283.63,1,0,1.8311342144132985,-0.33766597739660137
28,6,2863.08,1,0,1.3705215807675113,0.4353316553954821
372,1,89.14,0,0,-2.378718198394345,0.31572547889222663
114,1,4873.8099999999995,0,0,-0.037136998360351114,1.0231543754770311
26,2,1247.61,0,0,0.23748036758151342,-0.2364452455840874
206,1,389.01,0,0,-1.459227969388879,0.47591573436466633
28,6,1035.8,1,0,0.888728260116636,0.06526070177412412
127,4,855.91,0,0,-0.07325367669429972,0.8083765759717897
70,2,869.67,0,0,-0.30279580221640845,0.24516714528367786
7,4,582.1,1,0,0.8033320221364172,-1.0894761808753761
29,3,957.59,1,0,0.3322150293485594,-0.155876842507954
8,4,4939.99,1,0,1.7715916898468096,-0.23651842667413117
80,2,797.71,0,0,-0.3940344817091565,0.29728229756831726
20,1,219.0,0,0,-0.8566168470120836,-1.183177349091102
71,1,283.55,0,0,-1.2053018480962965,-0.3083742416682414
7,8,2340.84,1,0,1.994431590929091,-0.3582707191173293
15,9,6868.29,1,0,2.335237453893088,0.5133715538733399
292,1,603.42,0,0,-1.3842285333197164,0.8557359684519011
30,10,2712.91,1,0,1.7284928037712175,0.6308880782634829
15,15,9706.52,1,0,2.9245073844868097,0.8191136753510406
97,3,1149.02,0,0,-0.033652731959898756,0.6608686058750369
29,13,4396.13,1,0,2.188045869583874,0.8781017144830613
1,1,848.55,1,0,0.6822255425205849,-2.181729639567242
9,5,4708.86,1,0,1.873604217208832,-0.1174331465889688
106,1,343.36,0,0,-1.2661764630623922,0.012249921926644189
4,2,1053.49,1,0,0.8015615830767904,-1.367055012988107
151,2,1030.98,0,0,-0.5129799793411517,0.7896239170746786
71,1,238.25,0,0,-1.2875204005331238,-0.3715272510635554
5,2,644.95,1,0,0.4995360177464704,-1.4299678720830862
3,25,5781.73,1,0,3.647761712898774,-0.06265865933568594
32,6,2656.13,1,0,1.2856010113382004,0.4899280723081146
85,4,997.63,0,0,0.15123061571895532,0.6120130643737651
4,5,725.07,1,0,1.2518246230310885,-1.2378212176848096
5,4,1031.41,1,0,1.1841074928889315,-1.0637810015833806
371,1,427.8,0,0,-1.6381870811882029,0.8820463503461614
28,7,2609.1,1,0,1.447319479664608,0.4525905323499076
11,7,3980.7,1,0,1.9846359158282298,0.047023242860612484
71,4,836.33,0,0,0.13557434366087504,0.43521414448808476
114,1,453.01,0,0,-1.1626481963839603,0.15863636638254922
24,12,18895.91,1,0,2.881975717501951,1.2652005294532445
180,1,236.26000000000002,0,0,-1.6436183257474266,0.20981245230445517
234,1,383.95,0,0,-1.513882764841745,0.5515849855988149
353,1,110.39999999999999,0,0,-2.258338016612189,0.35970746404746845
315,2,779.5699999999999,0,0,-0.9249387261659242,1.1518877748709901
333,1,234.0,0,0,-1.882185272593935,0.594703621567758
372,1,155.35,0,0,-2.1175850533915686,0.5163048307661167
78,2,1013.04,0,0,-0.271303242212574,0.36836853412036336
64,1,427.6,0,0,-0.972010256291773,-0.2240288942089689
134,2,540.13,0,0,-0.773775807153647,0.47931428089109074
52,7,21279.29,1,0,2.2119407706658483,1.5990950596079783
2,11,4196.01,1,0,2.9060578279764226,-0.6575198180197855
1,209,33053.19,1,-1,6.629389339714292,0.931925762912074
4,5,4090.88,1,0,2.0716933403890034,-0.6080706896636361
129,1,275.88,0,0,-1.4439685696789064,0.05624659517329766
81,1,4366.78,0,0,0.03998491578856239,0.7687498960632537
23,6,21429.39,1,0,2.3970794984135027,1.048348398519115
236,3,3010.74,0,0,0.08549551793280066,1.5713262965407624
281,2,3811.95,0,0,-0.12937966409355267,1.6574004270701674
87,1,112.07999999999998,0,0,-1.7195147811606808,-0.5172545146430205
16,13,7834.650000000001,1,0,2.6789493716875263,0.7284486470228813
117,2,2791.59,0,0,0.05575755649617338,0.9916757619093836
52,3,1531.44,1,0,0.3372735863695759,0.37576016857606936
8,2,1898.52,1,0,0.8560896531079302,-0.7800856996975783
138,2,494.08,0,0,-0.8271013067110946,0.4654322768402192
317,1,1693.88,0,0,-0.9266052601879265,1.28317215235233
4,7,6989.63,1,0,2.585947284509905,-0.30297111500398344
239,1,1143.6,0,0,-1.005239209347958,0.9618038518274007
211,1,1351.45,0,0,-0.8787325484405246,0.9439344773666359
60,1,892.47,0,0,-0.5994389583368407,0.003248033795103324
17,5,1386.04,1,0,1.0694222561202134,-0.19004881814507024
20,6,822.23,1,0,0.9026589471831148,-0.22336382601286014
38,8,3981.36,1,0,1.6410479192387952,0.8393296493620539
64,2,826.74,0,0,-0.2930433733837157,0.17077969027121837
5,5,2330.92,1,0,1.7354232438824573,-0.6972871643662002
2,6,2225.91,1,0,2.117841352680929,-1.0945137959539915
9,2,532.8199999999999,0,0,0.2139975396822945,-1.17557760550976
364,1,311.95,0,0,-1.7802644102983645,0.7552986703819212
10,3,463.66,1,0,0.3721111272957639,-1.05564733374336
65,1,91.85,0,0,-1.7030817224280206,-0.771414904288225
192,1,324.92,0,0,-1.5175977909385274,0.366139976907242
374,1,192.60000000000002,0,0,-2.018302164744791,0.5975242700876298
257,1,400.53999999999996,0,0,-1.5295450964152943,0.6261452869355252
335,2,545.48,0,0,-1.1174306633124893,1.0609431905034654
53,2,860.41,0,0,-0.20331442555724616,0.06776729971446754
19,1,430.48,0,0,-0.5185909456440151,-0.9687814938143386
366,1,254.03,0,0,-1.879393578888371,0.6842239384342171
10,3,6977.04,1,0,1.656701617075615,-0.06893870332164202
187,1,427.58,0,0,-1.3777351541753478,0.4492286969187926
37,3,483.65000000000003,0,0,-0.08147639719114544,-0.2544221297770408
178,1,489.31,0,0,-1.2951932263153343,0.4671377242651752
261,3,514.85,0,0,-0.7894401162204927,0.9922772371082306
45,1,229.64000000000001,0,0,-1.1337541157993722,-0.6688946455914145
102,1,125.92,0,0,-1.7248915964785776,-0.37542641607128563
148,2,1063.46,0,0,-0.49067185477755615,0.7882729900138634
96,2,572.2,0,0,-0.620201518242732,0.29072714167675956
281,1,166.04,0,0,-1.9793923000103655,0.3630982216225222
262,1,1542.08,0,0,-0.8985555896401947,1.1286155622452048
3,4,942.34,1,0,1.2962139607596552,-1.3536799946813174
214,1,92.72,0,0,-2.1497928498372363,-0.019350526196620668
71,2,948.88,0,0,-0.2668525468827105,0.285745752651701
75,5,1759.5,1,0,0.6322579644453121,0.8098838138684948
60,1,397.12,0,0,-0.9827270096511459,-0.2911598971200328
3,7,1474.72,1,0,1.9336744195589657,-1.0109221779580568
6,3,430.15000000000003,1,0,0.5092780466749998,-1.3694375800622778
3,6,1018.71,1,0,1.6375860326669762,-1.196620583926147
337,2,293.0,0,0,-1.4136352591866888,0.8389286508683869
38,6,6814.64,1,0,1.668428598259605,0.9389004083975104
262,1,215.05,0,0,-1.8307576685202815,0.4125804959372773
32,2,383.03,0,0,-0.3982359159661285,-0.5386536301250138
145,1,417.38,0,0,-1.2925736897805802,0.2801745988549104
283,1,312.38,0,0,-1.6837612286355557,0.5967295830059638
59,4,2610.36,1,0,0.7445292251873948,0.733882917728223
173,1,134.1,0,0,-1.895568260268652,-0.020289576058931603
34,2,671.95,0,0,-0.15473513889443588,-0.2970519920080509
3,14,5591.42,1,0,3.134179225701624,-0.2852499020207979
144,4,2726.77,1,0,0.42813779370723115,1.309145227172465
5,25,3991.58,1,0,3.3172294954403267,0.059465020197945286
70,2,1118.99,0,0,-0.18339774003058404,0.3368781608576542
66,8,1702.26,1,0,1.0316221681988116,0.8730421557917297
29,2,325.96000000000004,0,0,-0.43811110830797656,-0.6576683944030387
267,4,354.09,0,0,-0.7732465145054636,0.9559777490486522
22,1,843.64,0,0,-0.2534944933613322,-0.6355492350384356
31,2,1010.29,0,0,0.07262529681197571,-0.20551594095359263
97,1,131.81,0,0,-1.6843738850973868,-0.39045078025387936
295,1,311.55,0,0,-1.700827785318094,0.6219992668837141
135,6,1957.1000000000001,1,0,0.5998891566188365,1.276493318765424
79,3,1316.25,0,0,0.10824489386052506,0.58166400913694
373,1,38.1,0,0,-2.7757753754177323,0.01322419931321591
8,6,2170.78,1,0,1.6862875842710434,-0.40719386221232023
211,2,1106.4,0,0,-0.606628047791657,1.0262274180186626
52,1,521.2,0,0,-0.8003879150645075,-0.2814722378620134
138,1,147.12,0,0,-1.7661527541185562,-0.12915023285018515
26,2,1568.23,1,0,0.3458505743714159,-0.15320485172245418
283,1,559.12,0,0,-1.4084027207256598,0.8082355986400231
26,7,4009.34,1,0,1.6782605425020958,0.5637113221201603
186,6,1607.0600000000002,1,0,0.3848573641347188,1.4066439397188637
84,2,380.64,0,0,-0.7626210324254662,0.05886711706229257
327,2,599.97,0,0,-1.0631582382121412,1.080283525422964
282,1,374.0,0,0,-1.597298357529403,0.6598716125309033
143,2,343.2300000000001,0,0,-1.0129134266873325,0.3554799294081607
58,2,2218.02,0,0,0.21152821913918576,0.46853292584805256
4,12,1535.77,1,0,2.3069718424262904,-0.6689834627905971
236,2,854.99,0,0,-0.771311356351662,1.0031079028817886
45,3,573.22,0,0,-0.07404915295674601,-0.07154154702457154
276,1,298.0,0,0,-1.6965002866693784,0.5638008687402458
9,2,1463.04,1,0,0.6923713348490744,-0.8081332284775548
25,4,703.47,1,0,0.4427448428287404,-0.27341816066908087
88,1,309.05,0,0,-1.2455798542100296,-0.14274100744313256
63,3,1175.22,0,0,0.13979175602410457,0.39896269056806233
68,2,1378.4,0,0,-0.07370247925849745,0.3946387434631528
214,2,354.12,0,0,-1.1512597552912138,0.6209205161820299
24,1,376.71999999999997,0,0,-0.666926258591486,-0.87578671848929
186,3,331.0,0,0,-0.8695680536348812,0.617993368695809
31,1,176.55,0,0,-1.1191667834291883,-0.9942314180443699
42,2,372.8,0,0,-0.5121500385865175,-0.38068895612488335
205,2,216.5,0,0,-1.3673828495779872,0.4152585633575529
9,28,17654.54,1,0,3.925790634841525,0.9664970794798426
265,1,138.68,0,0,-2.041896078546018,0.26092096446442153
18,2,496.06,0,0,-0.06501939493968477,-0.7946686252301797
12,5,2919.81,1,0,1.5468313897373778,-0.12512682179884854
176,2,750.0,0,0,-0.7218468605709735,0.7703981775498613
40,5,2178.67,1,0,0.9692804103757202,0.4964282958595414
23,8,3075.04,1,0,1.7040690089230655,0.43749977787586214
3,5,1662.3,1,0,1.7300984508978954,-1.077386450467296
5,5,2483.63,1,0,1.7654997809151596,-0.6741850326756162
